Paragraph ID,Sentence Index,English Sentence,Chinese Sentence
chap5_para1012,1,,（3）确定谓词、函数和常量的词汇表。
chap5_para1012,2,,也就是说，将重要的论域级概念翻译为逻辑级名称。
chap5_para1012,3,,这就涉及知识工程风格的许多问题。
chap5_para1012,4,,类似于编程风格，知识工程风格可能对项目最终成功与否产生重要影响。
chap5_para1012,5,,例如，无底洞应当被表示为对象还是表示为方格的一元谓词？
chap5_para1012,6,,智能体的朝向应当是函数还是谓词？
chap5_para1012,7,,wumpus的位置是否与时间相关？
chap5_para1012,8,,一旦做出这些决定，就会形成被称为论域的本体论（ontology）的词汇表。
chap5_para1012,9,,“本体论”一词是指关于存在或实存的本质的理论。
chap5_para1012,10,,本体论决定哪些东西存在，但不能决定它们的具体性质和相互关系。
chap5_para1013,1,,（4）对论域的通用知识编码。
chap5_para1013,2,,知识工程师为词汇表中的所有项写出公理。
chap5_para1013,3,,这就（尽可能地）固定了项的含义，使专家能够检查其内容。
chap5_para1013,4,,这一步经常会发现词汇表的概念误解或理解偏差，这必须返回第3步进行修正并重复这个过程。
chap5_para1014,1,,（5）对问题实例的描述编码。
chap5_para1014,2,,如果本体论确定得很恰当，这一步就相当容易。
chap5_para1014,3,,它涉及写出本体论中的概念实例的简单原子语句。
chap5_para1014,4,,对逻辑智能体来说，问题实例是由传感器提供的，而“无形”的知识库获取语句的方式与传统程序获取输入数据的方式相同。
chap5_para1015,1,,（6）向推断过程提出查询并获得答案。
chap5_para1015,2,,这是获得回报的一步：我们可以让推断过程在公理和问题相关的事实上运行来推导我们有兴趣了解的事实。
chap5_para1015,3,,这样，我们就不需要编写应用相关的求解算法了。
chap5_para1016,1,,（7）调试并评估知识库。
chap5_para1016,2,,很遗憾，查询得到的答案一开始往往是错误的。
chap5_para1016,3,,更准确地说，答案对于现有的知识库是正确的（如果假设推断过程是可靠的），但它们不是用户期望的答案。
chap5_para1016,4,,例如，如果缺失了一条公理，一些查询就不能从知识库中得到答案。
chap5_para1016,5,,这就需要大量的调试过程。
chap5_para1016,6,,关注推理链意外停止的地方可以轻易找出缺失或过弱的公理。
chap5_para1016,7,,例如，如果知识库为找到wumpus而含有诊断规则（见习题8.WUMD）：
chap5_para1017,1,,而没有采用双向蕴涵，智能体就永远不能证明wumpus不存在。
chap5_para1017,2,,不正确的公理是关于世界的错误陈述，因此可以被找出。
chap5_para1017,3,,例如，语句
chap5_para1018,1,,对爬行动物、两栖动物和桌子都不成立。
chap5_para1018,2,,判断这条语句的错误性可以不依赖于知识库的其他部分。
chap5_para1018,3,,但是，程序中的一个典型错误则如下：
chap5_para1019,1,,在不理解上下文的情况下，不可能判断offset应当是position还是position+1。
chap5_para102,1,"•(5.3.1) Which variable should be assigned next (SELECT-UNASSIGNED-VARIABLE), and in what order should its values be tried (ORDER-DOMAIN-VALUES)?",对于开局，计算机主要依靠人类的专业知识。
chap5_para102,2,,可以从书中复制人类专家关于如何打好每个开局的最佳建议并将其输入表中供计算机使用。
chap5_para102,3,,此外，计算机还可以从以前玩过的游戏的数据库中收集统计数据，以判断哪种开局最容易取胜。
chap5_para102,4,,最开始的几步可能的局面很少，大多数局面都能存储在表中。
chap5_para102,5,,通常，移动10～15步后，我们会到达一个很少见到的局面，程序必须从查表切换到搜索。
chap5_para1020,1,,当你的知识库中没有明显的错误时，似乎就要大功告成了。
chap5_para1020,2,,但最好还是通过在查询测试套件上运行系统并测量正确答案的数量来正式地评估系统，除非你的知识库明显没有错误。
chap5_para1020,3,,没有客观度量的话，你很容易就以为任务已经完成了。
chap5_para1020,4,,为了更好地理解这7个步骤，我们现在将其应用于一个扩展的示例——电子电路论域。
chap5_para1021,1,,8.4.2　电子电路论域
chap5_para1022,1,,我们将构建一个本体论和一个知识库，使我们能够进行关于图8-6所示的数字电路的推理。
chap5_para1022,2,,我们将遵循知识工程的7个步骤。
chap5_para1023,1,,图8-6　一位全加器的数字电路C1。
chap5_para1023,2,,前两个输入是要相加的两位，第三个输入是进位位。
chap5_para1023,3,,第一个输出是和，第二个输出是通往下一个加法器的进位位。
chap5_para1023,4,,电路包含两个异或门、两个与门和一个或门
chap5_para1025,1,,涉及数字电路的推理任务很多。
chap5_para1025,2,,最高层次的任务是分析电路的功能性。
chap5_para1025,3,,例如，图8-6的电路是否能够正确地做加法？
chap5_para1025,4,,如果所有输入都为高，A2门的输出是什么？
chap5_para1025,5,,关于电路结构的问题同样有趣。
chap5_para1025,6,,例如，连接到第一个输入端子的门有哪些？
chap5_para1025,7,,电路是否含有反馈回路？
chap5_para1025,8,,这都是这一步骤中的任务。
chap5_para1025,9,,还有更详细的分析层次，包括关于延迟、电路面积、功耗以及生产成本等的分析。
chap5_para1025,10,,所有这些层次的分析都需要额外的知识。
chap5_para1027,1,,我们对数字电路了解多少？
chap5_para1027,2,,根据我们的目的，这包括导线和门。
chap5_para1027,3,,信号沿着导线传输到门的输入端，每个门则在输出端产生一个信号沿着另一条导线传输。
chap5_para1027,4,,要确定这些信号是什么，我们需要了解门如何转换其输入信号。
chap5_para1027,5,,门有4种：具有两个输入端子的与门（AND）、或门（OR）和异或门（XOR），以及只有一个输入端子的非门（NOT）。
chap5_para1027,6,,所有门都只有一个输出端子。
chap5_para1027,7,,像门一样，电路本身也有输入端子和输出端子。
chap5_para1028,1,,要推理电路的功能性和连接性，我们不需要涉及导线本身、导线路径或导线连接点。
chap5_para1028,2,,重要的只有端子之间的连接——我们可以说某个输出端子连接到另一个输入端子，而不需要了解其实际的连接方式。
chap5_para1028,3,,其他因素，像元件的尺寸、形状、颜色或价格与我们的分析也不相关。
chap5_para1029,1,,如果我们的目的不是在门的层级验证设计，本体论就完全不同。
chap5_para1029,2,,例如，如果我们对于故障电路修复有兴趣，那么将导线纳入本体论就很可能是个好主意，因为导线的故障会妨碍在其中传输的信号。
chap5_para1029,3,,要解决时序故障，我们需要把门延迟加进本体论。
chap5_para1029,4,,如果我们要设计可盈利的产品，电路价格及其相对于市场上其他产品的速度就会很重要。
chap5_para103,1,•(5.3.2) What inferences should be performed at each step in the search (INFERENCE)?,在游戏接近结束时，可能的局面又变少，因此更容易查表。
chap5_para103,2,,这是计算机的专长：计算机对残局的分析能力远远超过了人类。
chap5_para103,3,,新手玩家按照一些简单的规则就能在王、车对王（KRK）残局中获胜。
chap5_para103,4,,而其他残局，例如王、象、马对王（KBNK），则很难掌握，也不存在简明的策略。
chap5_para1031,1,,我们现在已经知道我们要涉及电路、端子、信号和门。
chap5_para1031,2,,下一步选择用于表示它们的函数、谓词和常量。
chap5_para1031,3,,我们需要先将不同的门与其他对象区分开。
chap5_para1031,4,,每个门由常量命名的对象表示，我们用Gate(X1)来断言X1是门。
chap5_para1031,5,,每个门的行为由其类型决定，即常量AND、OR、XOR和NOT中的一种。
chap5_para1031,6,,由于一个门只能有一种类型，我们可以使用函数Type(X1) = XOR。
chap5_para1031,7,,电路与门类似，使用一个谓词来表示——Circuit(C1)。
chap5_para1032,1,,接下来我们考虑端子，使用谓词Terminal(x)表示。
chap5_para1032,2,,一个电路可以有一个或多个输入端子和一个或多个输出端子。
chap5_para1032,3,,"我们使用函数In(1, X1)来表示电路X1的第1个输入端子。"
chap5_para1032,4,,"相似的函数Out(n, c)用于输出端子。"
chap5_para1032,5,,"谓词Arity(c, i, j)断言电路c有i个输入端子和j个输出端子。"
chap5_para1032,6,,门之间的连接性可以用谓词Connected表示，它需要两个端子作为参数，如。
chap5_para1033,1,,最后，我们需要知道一个信号是通还是断。
chap5_para1033,2,,一种可能是使用一元谓词On(t)，在某个端子的信号通时为真。
chap5_para1033,3,,但这会增加提出类似“电路C1输出端子的所有可能信号值有哪些？
chap5_para1033,4,,”的问题的难度。
chap5_para1033,5,,因此我们引入两个信号值1和0作为对象，分别表示“通”和“断”，而用函数Signal(t)表示端子t的信号值。
chap5_para1034,1,,4. 对论域的通用知识编码
chap5_para1035,1,,好的本体论仅需要少量通用规则，并且可以简明地声明这些规则。
chap5_para1035,2,,如下是我们需要的全部公理。
chap5_para1036,1,,（1）如果两个端子连通，则它们信号相同：
chap5_para1037,1,,（2）每个端子的信号只能是1或0：
chap5_para1038,1,,（3）Connected具有交换性：
chap5_para1039,1,,（4）门的类型有4种：
chap5_para104,1,•(5.3.3) Can we BACKTRACK more than one step when appropriate?,另外，计算机可以通过生成一种策略完全解决残局问题，这一策略是从每种可能状态到该状态下最佳移动的映射。
chap5_para104,2,,这样计算机就可以在这个表中查到正确移动从而完美完成棋局。
chap5_para104,3,,这个表由逆向（retrograde）极小化极大搜索构建：首先考虑在棋盘上放置KBNK的所有方法。
chap5_para104,4,,有些局面是白方获胜，将它们标为“赢”。
chap5_para104,5,,然后反转国际象棋规则，做逆向移动。
chap5_para104,6,,无论黑方的应对是什么，白方的任何一步最终位于“赢”局面的移动，都标为“赢”。
chap5_para104,7,,继续上述搜索，直到所有可能局面都被解析为赢、输或平局，这样就得到了一个包含所有KBNK残局的准确无误的查询表。
chap5_para104,8,,这种做法不仅适用于KBNK残局，也适用于所有棋子数不超过7的残局，这样的表格包含400万亿个状态。
chap5_para104,9,,棋子数为8的表则包含40 000万亿个状态。
chap5_para1040,1,,（5）与门的输出为0，当且仅当其任意输入为0：
chap5_para1041,1,,（6）或门的输出为1，当且仅当其任意输入为1：
chap5_para1042,1,,（7）异或门的输出为1，当且仅当其输入不相同：
chap5_para1043,1,,（8）非门的输出与其输入不同：
chap5_para1044,1,,（9）除了非门之外的所有门都有两个输入和一个输出：
chap5_para1045,1,,（10）电路有端子，数量不超过其输入和输出元数，不存在超出元数的任何东西：
chap5_para1046,1,,（11）门、端子和信号是不同的：
chap5_para1048,1,,5. 对特定问题实例编码
chap5_para1049,1,,图8-6所示的电路被编码为电路C1并有如下描述。
chap5_para1049,2,,首先我们对电路及其门元件进行分类：
chap5_para105,1,•(5.3.4) Can we save and reuse partial results from the search?,5.4　蒙特卡罗树搜索
chap5_para1050,1,,随后我们给出其连接情况：
chap5_para1051,1,,6. 向推断过程提出查询
chap5_para1052,1,,哪种输入组合会使C1的第一个输出（求和位）为0，第二个输出（进位位）为1？
chap5_para1053,1,,答案是变量i1、i2和i3的置换，以使得语句被知识库所蕴含。
chap5_para1053,2,,AskVars将给我们3种这样的置换：
chap5_para1054,1,,加法器电路中所有端子的可能值的集合有哪些？
chap5_para1055,1,,最后这个查询将返回设备的完整输入输出表，可以用于检验它是否能正确做加法。
chap5_para1055,2,,这是电路验证（circuit verification）的一个简单示例。
chap5_para1055,3,,我们也可以使用电路的定义来构建更大的数字系统，并使用相同的验证方式。
chap5_para1055,4,,（见习题8.ADDR）许多论域都支持这种结构化的知识库创建方式，但需要在简单概念的基础上定义更为复杂的概念。
chap5_para1057,1,,我们可以以各种方式查询知识库以了解它会出现哪些错误行为。
chap5_para1057,2,,例如，假设我们没有阅读8.2.8节，因而忘记断言10。
chap5_para1057,3,,假设我们发现系统除了输入000和110的情况，无法证明电路的任何输出，我们可以通过询问每个门的输出的方式来找到问题。
chap5_para1057,4,,我们可以询问：
chap5_para1058,1,,结果显示在X1处对于输入10和01没有输出。
chap5_para1058,2,,因此，我们查看应用于X1的异或门的公理：
chap5_para1059,1,,如果输入已知为1和0，则上式简化为
chap5_para106,1,5.,对围棋来说，启发式树搜索有两个主要缺点：首先，围棋的分支因子开始时为361，这意味着搜索被限制在4～5层。
chap5_para106,2,3.,其次，很难为围棋定义一个好的评价函数，因为子力价值并不是一个强有力的指标，而且大多数状态直到最后阶段都在不断变化。
chap5_para106,3,1Variable and value ordering,为了应对这两个挑战，现代围棋程序已经放弃了搜索，而是使用一种称为蒙特卡罗树搜索（Monte Carlo tree search，MCTS）的策略。
chap5_para106,4,,[5]
chap5_para1060,1,,现在，问题就很明显了：系统不能推断出，因此，我们需要告诉它10。
chap5_para1062,1,,本章介绍了一阶逻辑，一种命题逻辑更具表达能力的表示语言。
chap5_para1062,2,,本章要点如下。
chap5_para1063,1,,● 知识表示语言应当是说明性的、合成式的、有表达能力的、上下文无关的且无歧义的。
chap5_para1064,1,,● 逻辑之间的区别在于其本体论约定和认识论约定，命题逻辑仅约定事实的存在，一阶逻辑则约定对象和关系的存在，因而增加了表达能力，适用于像wumpus世界和电子电路这样的论域。
chap5_para1065,1,,● 命题逻辑和一阶逻辑在表示模糊命题上都有困难。
chap5_para1065,2,,这一困难限制了它们在需要个人判断的论域的应用性，如政治或烹饪。
chap5_para1066,1,,● 一阶逻辑的语法构建于命题逻辑之上。
chap5_para1066,2,,它增加了项来表示对象，并且有全称量词和存在量词来构建关于被量化的变量的全部或部分可能值的断言。
chap5_para1067,1,,● 一阶逻辑的一个可能世界或模型包括一个对象集和一种将常量符号映射到对象、将谓词符号映射到对象的关系、将函数符号映射到对象上的函数的解释。
chap5_para1068,1,,● 一条原子语句为真，仅当谓词命名的关系在项命名的对象之间成立。
chap5_para1068,2,,扩展解释将量词变量映射到模型中的对象，定义了量化语句的真值。
chap5_para1069,1,,● 在一阶逻辑中构建知识库需要严谨的过程来分析论域、选择词汇表、编码能支持所需推断的公理。
chap5_para107,1,The backtracking algorithm contains the line,
chap5_para1072,1,,第9章　一阶逻辑中的推断
chap5_para1073,1,,在本章中，我们定义有效的过程来回答用一阶逻辑提出的问题。
chap5_para1074,1,,在本章中，我们阐述能够回答所有可解的一阶逻辑问题的算法。
chap5_para1074,2,,9.1节介绍量词的推断规则，并展示如何将一阶逻辑推断约简为命题逻辑推断，尽管这样做代价巨大。
chap5_para1074,3,,9.2节描述了如何用合一来构建直接用于一阶逻辑的推断规则。
chap5_para1074,4,,随后我们讨论一阶逻辑推断的3类主要算法：前向链接（9.3节）、反向链接（9.4节）和基于归结的定理证明（9.5节）。
chap5_para1075,1,,9.1　命题推断与一阶推断
chap5_para1076,1,,进行一阶推断的方法之一是将一阶知识库转换为命题逻辑并使用我们已知的命题推断。
chap5_para1076,2,,第一步是消去全称量词。
chap5_para1076,3,,例如，假设我们的知识库含有典型的朴素道德公理，认为所有贪婪的国王都是邪恶的：
chap5_para1077,1,,由此我们可以推断出下列任一语句：
chap5_para1078,1,,一般来说，全称量词实例化（universal instantiation，UI）表明我们可以通过用基本项（没有变量的项）置换全称量化的变量来推断任意语句。
chap5_para1078,2,,[1]
chap5_para108,1,"The simplest strategy for SELECT-UNASSIGNED-VARIABLE is static ordering: choose the variables in order, {X1,X2,.",[5]　“蒙特卡罗”算法是以摩纳哥蒙特卡罗赌场命名的随机算法。
chap5_para108,2,.,
chap5_para108,3,.,
chap5_para108,4,}.,
chap5_para108,5,The next simplest is to choose randomly.,
chap5_para108,6,Neither strategy is optimal.,
chap5_para108,7,"For example, after the assignments for WA = red and NT = green in Figure 5.",
chap5_para108,8,"6, there is only one possible value for SA, so it makes sense to assign SA = blue next rather than assigning Q.",
chap5_para108,9,"in fact, after SA is assigned, the choices for Q, NSW, and V are all forced.",
chap5_para1080,1,,[1]　不要把此处的置换与8.2.6节用于定义量词语义的扩展解释搞混了。
chap5_para1080,2,,置换用项（term，语法片段）代替变量来产生新的语句，而解释将变量映射到论域中的实例。
chap5_para1081,1,,我们使用8.3节介绍过的置换来形式化地写出推断规则。
chap5_para1081,2,,令表示对语句应用置换后的语句。
chap5_para1081,3,,则对于任意变量v和基本项g，规则写作
chap5_para1082,1,,前述的3条语句就是分别用置换、和得到的。
chap5_para1083,1,,类似地，存在量词实例化（existential instantiation）用一个新的常量符号替换存在量化的变量。
chap5_para1083,2,,其形式化描述如下：对于任意语句、变量v和未在知识库其他地方出现的常量符号k，
chap5_para1086,1,,只要C1未在知识库的其他地方出现。
chap5_para1086,2,,简单来说，存在语句表明存在满足某个条件的对象，运用存在实例化就是给这个对象命名。
chap5_para1086,3,,当然，这个名称不能已经属于其他对象。
chap5_para1086,4,,数学中有一个很好的例子：假设我们发现有一个数字比2.718 28稍大，并满足等式中的x。
chap5_para1086,5,,我们可以将这个数字命名为e，但不能将其命名为已经存在的对象名，如。
chap5_para1086,6,,在逻辑中，新的名称被称为斯科伦常量（Skolem constant）。
chap5_para1087,1,,全称量词实例化可以多次用于同一条公理来产出许多不同结果，而存在量词实例化只需要使用一次，随后就可以丢掉存在量化的语句。
chap5_para1087,2,,"例如，一旦我们添加了语句Kill(Murderer, Victim)的话，就不再需要。"
chap5_para1089,1,,我们现在展示如何将任意一阶知识库转换为命题知识库。
chap5_para1089,2,,第一个想法是，正如存在量化语句能够用一个实例代替一样，全称量化语句也可以用所有可能实例的集合代替。
chap5_para1089,3,,例如，假设我们的知识库仅含有语句
chap5_para109,1,"This intuitive idea—choosing the variable with the fewest “legal” values—is called the minimum-remaining-values (MRV) heuristic. It also has been called the “most constrained variable” or “fail-first” heuristic, the latter because it picks a variable that is most likely to cause a failure soon, thereby pruning the search tree. If some variable X has no legal values left, the MRV heuristic will select X and failure will be detected immediately—avoiding pointless searches through other variables. The MRV heuristic usually performs better than a random or static ordering, sometimes by orders of magnitude, although the results vary depending on the problem.",基本的MCTS策略不使用启发式评价函数。
chap5_para109,2,,相反，状态值是根据从该状态开始的多次完整博奕模拟（simulation）的平均效用值估算的。
chap5_para109,3,,一次模拟（也被称为一个playout或rollout）先为一个参与者选择移动，接着为另一个参与者选择，重复上述操作直到到达某个终止局面。
chap5_para109,4,,这时，博弈规则（而非不可靠的启发式）决定输赢以及比分。
chap5_para109,5,,对于那些只有输赢两种结果的博弈，“平均效用值”为“获胜百分比”。
chap5_para1091,1,,且对象仅有John和Richard。
chap5_para1091,2,,我们用所有可能的置换，和，对第一条语句应用全称量词实例化。
chap5_para1091,3,,我们得到
chap5_para1092,1,,接下来用命题符号（如JohnIsKing）替换基本原子语句（如King(John)）。
chap5_para1092,2,,最后，用第7章的任意完备的命题算法得到如JohnIsEvil的结论，它等价于Evil(John)。
chap5_para1093,1,,正如我们将在9.5节中讨论的，这种命题化（propositionalization）技术可以被彻底一般化。
chap5_para1093,2,,然而，如果知识库中包含函数符号，可能的基本项置换集是无穷的！
chap5_para1093,3,,例如，如果知识库提到Father函数，就可以构建像Father(Father(Father(John)))这样的无穷多的嵌套项。
chap5_para1094,1,,"幸运的是，雅克·埃尔布朗（Jacques Herbrand）针对这一现象提出了著名的定理，即如果语句被原始的一阶知识库蕴含，则存在仅涉及命题化知识库的有限子集的证明（Herbrand, 1930）。"
chap5_para1094,2,,由于任意这样的子集都有其基本项的最大嵌套深度，我们可以通过先生成含有常量符号（Richard和John）的所有实例化，然后再生成深度为1的所有项（Father(Richard)和Father(John)），然后是深度为2的所有项，以此类推，直到我们能够构建所蕴含语句的命题证明。
chap5_para1095,1,,我们已经概述了通过命题化进行一阶逻辑推断的完备方法，也就是，所有蕴含的语句都可以被证明。
chap5_para1095,2,,这是一个重大的成就，特别是在可能模型的空间无限大的情况下。
chap5_para1095,3,,但是，在证明完成前我们并不知道语句是被蕴含的！
chap5_para1095,4,,如果语句并不被蕴含怎么办？
chap5_para1095,5,,我们能证明吗？
chap5_para1095,6,,实际上，对于一阶逻辑，答案是否定的。
chap5_para1095,7,,我们的证明程序会一直运行，生成越来越深的嵌套项，但我们不知道它是陷入绝望的循环，还是就快要得出证明结果。
chap5_para1095,8,,这非常类似于图灵机的停机问题。
chap5_para1095,9,,"艾伦·图灵（Turing, 1936）和阿朗佐·丘奇（Church, 1936）分别以不同方式证明了这种情况的不可避免性。"
chap5_para1095,10,,一阶逻辑的蕴含问题是半可判定的，也就是，存在能判定所有蕴含的语句的算法，却不存在能够判定所有不蕴含的语句的算法。
chap5_para1096,1,,9.2　合一与一阶推断
chap5_para1097,1,,眼尖的读者可能已经注意到命题化方法生成了许多不必要的全称量化语句的实例。
chap5_para1097,2,,我们希望有一个方法，仅使用一条规则，以如下方式推理出解答了查询：给定贪婪的国王都是邪恶的这条规则，找出某个x使得x为国王且x是贪婪的，进而推断出这个x是邪恶的。
chap5_para1097,3,,更一般地说，如果存在某个置换使得每个蕴涵式前提的合取子句与知识库中的语句完全相同，那么我们就在应用后，断言蕴涵式的结论。
chap5_para1097,4,,这种情况下，置换能达到这一目的。
chap5_para1097,5,,假设现在我们不知道Greedy(John)，但我们知道所有人都是贪婪的：
chap5_para1099,1,,则我们仍然能够断定Evil(John)，因为我们知道约翰是国王（已给定）且约翰是贪婪的（因为每个人都是贪婪的）。
chap5_para1099,2,,为了能采取这种做法，我们需要找出一个置换，来同时取代蕴涵语句中的变量和知识库中待匹配语句中的变量。
chap5_para1099,3,,这种情况下，对蕴涵式的前提King(x)和Greedy(x)使用置换就会使它们完全相同。
chap5_para1099,4,,这样我们可以推断出蕴涵式的后件。
chap5_para11,1,"A domain, Di, consists of a set of allowable values, {v1,..., vk}, for variable Xi. For example, a Boolean variable would have the domain {true, false}. Different variables can have different domains of different sizes. Each constraint Cj consists of a pair 〈scope, rel〉, where scope is a tuple of variables that participate in the constraint and rel is a relation that defines the values that those variables can take on. A relation can be represented as an explicit set of all tuples of values that satisfy the constraint, or as a function that can compute whether a tuple is a member of the relation. For example, if X1 and X2 both have the domain {1,2,3}, then the constraint saying that X1 must be greater than X2 can be written as 〈(X1, X2), {(3,1), (3,2), (2,1)}〉 or as 〈(X1, X2), X1 > X2〉.",
chap5_para110,1,"The MRV heuristic doesn’t help at all in choosing the first region to color in Australia, because initially every region has three legal colors. In this case, the degree heuristic comes in handy. It attempts to reduce the branching factor on future choices by selecting the variable that is involved in the largest number of constraints on other unassigned variables. In Figure 5.1, SA is the variable with highest degree, 5; the other variables have degree 2 or 3, except for T, which has degree 0. If we assign the SA first, we can then go around the five mainland regions in clockwise or counterclockwise order and assign each one a color that is different than SA and different than the previous region. The minimum-remaining-values heuristic is usually a more powerful guide, but the degree heuristic can be useful as a tie-breaker.",在模拟中我们如何选择要采取的移动？
chap5_para110,2,,如果只是随机选择，那么多次模拟之后，我们仅能得到“如果两个参与者都随机选择，那么最佳移动是什么？
chap5_para110,3,,”这一问题的答案。
chap5_para110,4,,对于一些简单游戏，这恰好与“如果两名参与者都玩得很好，那么最佳移动是什么？
chap5_para110,5,,”的答案相同，但对大多数游戏却并非如此。
chap5_para110,6,,为了从模拟中获得有用信息，我们需要一个模拟策略（playout policy），使其偏向于好的行动。
chap5_para110,7,,对围棋和其他游戏来说，人们已经使用神经网络成功地从自我对弈中学习到了模拟策略。
chap5_para110,8,,有时还会根据游戏的不同，使用不同的启发式方法，如国际象棋中的“考虑吃子”，或黑白棋中的“占据角落”。
chap5_para1100,1,,这种推断过程可以表述为一条单独的推断规则被称为一般化肯定前件[2]（generalized Modus Ponens）。
chap5_para1100,2,,对于原子语句pi、和q，存在置换使得对所有i有，有
chap5_para1102,1,,[2]　一般化肯定前件比肯定前件（7.5.1节）更一般化，因为已知的事实和蕴涵式的前提只需要与一个置换匹配，而不需要完全一致。
chap5_para1102,2,,但肯定前件允许任意语句作为前提，而非仅是原子语句的合取。
chap5_para1103,1,,这条规则有n+1个前提：n个原子语句和一个蕴涵式。
chap5_para1103,2,,结论是对后件q运用置换的结果。
chap5_para1103,3,,对我们的例子来说：
chap5_para1104,1,,是King(John)　　　　　　　　　　 p1是King(x)
chap5_para1105,1,,是Greedy(y)　　　　　　　　　　　p2是Greedy(x)
chap5_para1106,1,,是　　　　　　　　q是Evil(x)
chap5_para1107,1,,是Evil(John)
chap5_para1108,1,,很容易证明一般化肯定前件是可靠的推断规则。
chap5_para1108,2,,首先，我们观察到，对于任意语句p（假设其变量是全称量化的）和任意置换，
chap5_para1109,1,,根据全称量词实例化为真。
chap5_para1109,2,,特别地，它对于满足一般化肯定前件规则条件的为真。
chap5_para1109,3,,因此，我们可以从推断
chap5_para111,1,"Once a variable has been selected, the algorithm must decide on the order in which to examine its values. The least-constraining-value heuristic is effective for this. It prefers the value that rules out the fewest choices for the neighboring variables in the constraint graph. For example, suppose that in Figure 5.1 we have generated the partial assignment with WA = red and NT = green and that our next choice is for Q. Blue would be a bad choice because it eliminates the last legal value left for Q’s neighbor, SA. The least-constraining-value heuristic therefore prefers red to blue. In general, the heuristic is trying to leave the maximum flexibility for subsequent variable assignments.",给定了模拟策略，我们接下来需要决定两件事：从什么局面开始模拟，以及分配给每个局面多少次模拟？
chap5_para111,2,,最简单的答案是纯蒙特卡罗搜索（pure Monte Carlo search），即从博弈当前状态开始做N次模拟，并记录从当前局面开始哪一种可能移动胜率最高。
chap5_para1110,1,,并且，从蕴涵式我们可以推断
chap5_para1111,1,,现在，一般化肯定前件规则中的已被定义为对所有i使得，因此这两条语句中，第一条语句正好匹配第二条语句的前提。
chap5_para1111,2,,根据肯定前件规则可得。
chap5_para1112,1,,一般化肯定前件是肯定前件的提升版——它将肯定前件从基本（无变量的）命题逻辑提升到一阶逻辑。
chap5_para1112,2,,我们将在本章其余部分看到第7章中的前向链接、反向链接和归结算法的提升版。
chap5_para1112,3,,提升版推断规则相比于命题化的重要优势在于，提升版推断规则只需必要的置换就可以进行特定的推断。
chap5_para1114,1,,提升版推断规则需要找出使不同的逻辑表达式看起来相同的置换。
chap5_para1114,2,,这一过程被称作合并（unification），是所有一阶逻辑推断算法的重要组成部分。
chap5_para1114,3,,合一算法Unify接收两条语句作为输入，如果存在置换，则为它们返回一个合一子（unifier）（即这个置换）：
chap5_para1115,1,,我们用一个例子来展示Unify的工作方式。
chap5_para1115,2,,"假设有查询AskVar(Knows(John, x))：约翰认识谁？"
chap5_para1115,3,,"这条查询的答案可以通过找出知识库中所有与Knows(John, x)合一的语句来找到。"
chap5_para1115,4,,此处有与4条不同语句合并而来的结果，它们可能在知识库中：
chap5_para1116,1,,最后一条合一失败了，因为x不能同时取值为John和Elizabeth。
chap5_para1116,2,,"但我们知道Knows(x, Elizabeth)的意思是“所有人都认识伊丽莎白”，因此我们应该可以推断出约翰认识伊丽莎白。"
chap5_para1116,3,,之所以出现问题是因为两条语句恰好使用了相同的变量名x。
chap5_para1116,4,,对要合一的两条语句中的一条进行标准化分离（standardizing apart），也就是对其变量进行重命名来避免名称冲突，就可以解决这一问题。
chap5_para1116,5,,"例如，我们可以将Knows(x, Elizabeth)中的x重命名为（新变量名）x17而不会改变其含义。"
chap5_para1116,6,,现在就可以进行合一了：
chap5_para1117,1,,习题9.STAN深入探讨了标准化分离的必要性。
chap5_para1118,1,,还有一个麻烦：我们说过Unify应当返回使两个参数看起来相同的置换。
chap5_para1118,2,,但这样的合一子可能不止一种。
chap5_para1118,3,,例如，可能返回或者。
chap5_para1118,4,,第一个合一子的结果是，而第二个合一子的结果是。
chap5_para1118,5,,第二个结果可以在第一个结果的基础上置换得出，因此我们说第一个合一子比第二个更一般化，因为它对变量的值的限制更少。
chap5_para1119,1,,每一对可合一的表达式都有一个最一般合一子（most general unifier，MGU），在不考虑变量的重命名和置换的情况下，它是唯一的。
chap5_para1119,2,,例如，和被看作是等价的，和也是等价的。
chap5_para112,1,"Why should variable selection be fail-first, but value selection be fail-last?",对于一些随机游戏，随着N的增加，这一策略会收敛到最优策略，但对大多数博弈来说，这还不够——我们需要一个选择策略（selection policy），有选择地将计算资源集中在博弈树的重要部分上。
chap5_para112,2,"Every variable has to be assigned eventually, so by choosing the ones that are likely to fail first, we will on average have fewer successful assignments to backtrack over.",选择策略需要平衡两个因素以做出更准确的估计：对那些模拟次数很少的状态的探索（exploration），以及对那些在过去的模拟中表现良好的状态的利用（exploitation）。
chap5_para112,3,"For value ordering, the trick is that we only need one solution; therefore it makes sense to look for the most likely values first.",（有关探索/利用权衡的更多信息，请参阅17.3节。
chap5_para112,4,"If we wanted to enumerate all solutions rather than just find one, then value ordering would be irrelevant.",）蒙特卡罗树搜索维护一个搜索树，它在每次迭代（包含以下4个步骤）中不断增长，如图5-10所示。
chap5_para1120,1,,图9-1展示了一个用于计算最一般合一子的算法。
