单元ID,章节号,原文,上下文关联,领域,语体要求,关键术语,命名实体,Agent译文,人工修正
chap1_para68,1,"This fundamental result can also be interpreted as showing that some functions on the integers cannot be represented by an algorithm—that is, they cannot be computed. This motivated Alan Turing (1912–1954) to try to characterize exactly which functions
are
computable
—capable of being computed by an effective procedure. The Church–Turing thesis proposes to identify the general notion of computability with functions computed by a Turing machine (Turing, 1936). Turing also showed that there were some functions that no Turing machine can compute. For example, no machine can tell
in general
whether a given program will return an answer on a given input or run forever.",前：chap1_para67 | 后：chap1_para69,AI_Popular,Semi_Formal_Academic,"turing,function,computed","Alan Turing,Church,Turing,Turing,Turing",,
chap1_para69,1,"Although computability is important to an understanding of computation, the notion of
tractability
has had an even greater impact on AI. Roughly speaking, a problem is called intractable if the time required to solve instances of the problem grows exponentially with the size of the instances. The distinction between polynomial and exponential growth in complexity was first emphasized in the mid-1960s (Cobham, 1964; Edmonds, 1965). It is important because exponential growth means that even moderately large instances cannot be solved in any reasonable time.",前：chap1_para68 | 后：chap1_para70,AI_Popular,Semi_Formal_Academic,"instance,important,problem","AI,Cobham,Edmonds",,
chap1_para70,1,"The theory of
NP-completeness
, pioneered by Cook (1971) and Karp (1972), provides a basis for analyzing the tractability of problems: any problem class to which the class of NP-complete problems can be reduced is likely to be intractable. (Although it has not been proved that NP-complete problems are necessarily intractable, most theoreticians believe it.) These results contrast with the optimism with which the popular press greeted the first computers—“Electronic Super-Brains” that were “Faster than Einstein!” Despite the increasing speed of computers, careful use of resources and necessary imperfection will characterize intelligent systems. Put crudely, the world is an
extremely
large problem instance!",前：chap1_para69 | 后：chap1_para71,AI_Popular,Formal_Academic,"problem,class,np-complete","NP,Cook,Karp,NP,NP",,
chap1_para71,1,"1.2.3
Economics
•
How should we make decisions in accordance with our preferences?",前：chap1_para70 | 后：chap1_para72,AI_Popular,Semi_Formal_Academic,"economics,make,decision",无,,
chap1_para72,1,"•
How should we do this when others may not go along?",前：chap1_para71 | 后：chap1_para73,AI_Popular,Semi_Formal_Academic,"others,along,reinforcement learning",无,,
chap1_para73,1,"•
How should we do this when the payoff may be far in the future?",前：chap1_para72 | 后：chap1_para74,AI_Popular,Semi_Formal_Academic,"payoff,future,reinforcement learning",无,,
chap1_para74,1,"The science of economics originated in 1776, when Adam Smith (1723–1790) published
An Inquiry into the Nature and Causes of the Wealth of Nations.",前：chap1_para73 | 后：chap1_para75,AI_Popular,Formal_Academic,"science,economics,originated","Adam Smith,An Inquiry",,
chap1_para75,1,"Smith proposed to analyze economies as consisting of many individual agents attending to their own interests. Smith was not, however, advocating financial greed as a moral position: his earlier (1759) book
The Theory of Moral Sentiments
begins by pointing out that concern for the well-being of others is an essential component of the interests of every individual.",前：chap1_para74 | 后：chap1_para76,AI_Popular,Formal_Academic,"smith,individual,interest","Smith,Smith,The Theory of Moral Sentiments",,
chap1_para76,1,"Most people think of economics as being about money, and indeed the first mathematical analysis of decisions under uncertainty, the maximum-expected-value formula of Arnauld (1662), dealt with the monetary value of bets. Daniel Bernoulli (1738) noticed that this formula didn’t seem to work well for larger amounts of money, such as investments in maritime trading expeditions. He proposed instead a principle based on maximization of expected utility, and explained human investment choices by proposing that the marginal utility of an additional quantity of money diminished as one acquired more money.",前：chap1_para75 | 后：chap1_para77,AI_Popular,Formal_Academic,"money,formula,investment","Arnauld,Daniel Bernoulli",,
chap1_para77,1,"Léon Walras (pronounced “Valrasse”) (1834–1910) gave utility theory a more general foundation in terms of preferences between gambles on any outcomes (not just monetary outcomes). The theory was improved by Ramsey (1931) and later by John von Neumann and Oskar Morgenstern in their book
The Theory of Games and Economic Behavior
(1944). Economics is no longer the study of money; rather it is the study of desires and preferences.",前：chap1_para76 | 后：chap1_para78,AI_Popular,Formal_Academic,"theory,preference,study","Léon Walras,Ramsey,John von Neumann,Oskar Morgenstern,The Theory of Games and Economic Behavior",,
chap1_para78,1,"Decision theory
, which combines probability theory with utility theory, provides a formal and complete framework for individual decisions (economic or otherwise) made under uncertainty—that is, in cases where probabilistic descriptions appropriately capture the decision maker’s environment. This is suitable for “large” economies where each agent need pay no attention to the actions of other agents as individuals. For “small” economies, the situation is much more like a
game
: the actions of one player can significantly affect the utility of another (either positively or negatively). Von Neumann and Morgenstern’s development of
game theory
(see also Luce and Raiffa, 1957) included the surprising result that, for some games, a rational agent should adopt policies that are (or least appear to be) randomized. Unlike decision theory, game theory does not offer an unambiguous prescription for selecting actions. In AI, decisions involving multiple agents are studied under the heading of
multiagent systems
(
Chapter 17
).",前：chap1_para77 | 后：chap1_para79,AI_Popular,Formal_Academic,"theory,decision,agent","Von Neumann,Morgenstern’s,Luce,Raiffa,AI",,
chap1_para79,1,"Economists, with some exceptions, did not address the third question listed above: how to make rational decisions when payoffs from actions are not immediate but instead result from several actions taken
in sequence.",前：chap1_para78 | 后：chap1_para80,AI_Popular,Formal_Academic,"action,economist,exception",无,,
chap1_para80,1,"This topic was pursued in the field of
operations research
, which emerged in World War II from efforts in Britain to optimize radar installations, and later found innumerable civilian applications. The work of Richard Bellman (1957) formalized a class of sequential decision problems called
Markov decision processes
, which we study in
Chapter 16
and, under the heading of
reinforcement learning
, in
Chapter 23
.",前：chap1_para79 | 后：chap1_para81,AI_Popular,Formal_Academic,"decision,chapter,topic","World War II,Britain,Richard Bellman,Markov",,
